primary_city,state,county
copper city,MI,houghton county
copper harbor,MI,keweenaw county
covington,MI,baraga county
crystal falls,MI,iron county
dodgeville,MI,houghton county
dollar bay,MI,houghton county
ewen,MI,ontonagon county
gaastra,MI,iron county
greenland,MI,ontonagon county
hancock,MI,houghton county
houghton,MI,houghton county
hubbell,MI,houghton county
iron river,MI,iron county
ironwood,MI,gogebic county
kearsarge,MI,houghton county
lake linden,MI,houghton county
lanse,MI,baraga county
marenisco,MI,gogebic county
mass city,MI,ontonagon county
mohawk,MI,keweenaw county
nisula,MI,houghton county
ontonagon,MI,ontonagon county
painesdale,MI,houghton county
pelkie,MI,baraga county
ramsay,MI,gogebic county
rockland,MI,ontonagon county
sidnaw,MI,houghton county
skanee,MI,baraga county
south range,MI,houghton county
stambaugh,MI,iron county
toivola,MI,houghton county
trout creek,MI,houghton county
wakefield,MI,gogebic county
watersmeet,MI,gogebic county
watton,MI,baraga county
white pine,MI,ontonagon county
ackworth,IA,warren county
adair,IA,guthrie county
adel,IA,dallas county
albion,IA,marshall county
alden,IA,hardin county
alleman,IA,polk county
allerton,IA,wayne county
altoona,IA,polk county
ames,IA,story county
ames,IA,story county
ames,IA,story county
ames,IA,story county
ames,IA,story county
anita,IA,cass county
ankeny,IA,polk county
atlantic,IA,cass county
ankeny,IA,polk county
audubon,IA,audubon county
bagley,IA,guthrie county
barnes city,IA,mahaska county
baxter,IA,jasper county
bayard,IA,guthrie county
beaver,IA,boone county
berwick,IA,polk county
bevington,IA,warren county
blairsburg,IA,hamilton county
bondurant,IA,polk county
boone,IA,boone county
boone,IA,boone county
booneville,IA,dallas county
bouton,IA,dallas county
boxholm,IA,boone county
bradford,IA,franklin county
brayton,IA,audubon county
buckeye,IA,hardin county
bussey,IA,marion county
cambridge,IA,story county
carlisle,IA,warren county
casey,IA,guthrie county
chariton,IA,lucas county
churdan,IA,greene county
clemons,IA,marshall county
clio,IA,wayne county
colfax,IA,jasper county
collins,IA,story county
colo,IA,story county
columbia,IA,marion county
coon rapids,IA,carroll county
cooper,IA,greene county
corydon,IA,wayne county
cumming,IA,warren county
melcher-dallas,IA,marion county
dallas center,IA,dallas county
dana,IA,greene county
davis city,IA,decatur county
dawson,IA,dallas county
decatur,IA,decatur county
derby,IA,lucas county
de soto,IA,dallas county
dexter,IA,dallas county
dows,IA,wright county
earlham,IA,madison county
elkhart,IA,polk county
ellston,IA,ringgold county
ellsworth,IA,hamilton county
exira,IA,audubon county
ferguson,IA,marshall county
boone,IA,boone county
galt,IA,wright county
garden city,IA,hardin county
garden grove,IA,decatur county
gibson,IA,keokuk county
gilbert,IA,story county
gilman,IA,marshall county
grand junction,IA,greene county
grand river,IA,decatur county
granger,IA,polk county
gray,IA,audubon county
grimes,IA,polk county
grinnell,IA,poweshiek county
guthrie center,IA,guthrie county
hamilton,IA,marion county
hamlin,IA,audubon county
hartford,IA,warren county
harvey,IA,marion county
haverhill,IA,marshall county
hubbard,IA,hardin county
humeston,IA,wayne county
huxley,IA,story county
indianola,IA,warren county
iowa falls,IA,hardin county
ira,IA,jasper county
jamaica,IA,guthrie county
jefferson,IA,greene county
jewell,IA,hamilton county
johnston,IA,polk county
kamrar,IA,hamilton county
kellerton,IA,ringgold county
kelley,IA,story county
kellogg,IA,jasper county
keswick,IA,keokuk county
killduff,IA,jasper county
knoxville,IA,marion county
lacona,IA,warren county
lamoni,IA,decatur county
laurel,IA,marshall county
le grand,IA,marshall county
leighton,IA,mahaska county
leon,IA,decatur county
liberty center,IA,warren county
linden,IA,dallas county
lineville,IA,wayne county
liscomb,IA,marshall county
lorimor,IA,union county
lovilia,IA,monroe county
lucas,IA,lucas county
luther,IA,boone county
lynnville,IA,jasper county
mc callsburg,IA,story county
macksburg,IA,madison county
madrid,IA,boone county
malcom,IA,poweshiek county
marshalltown,IA,marshall county
martensdale,IA,warren county
maxwell,IA,story county
melbourne,IA,marshall county
melcher-dallas,IA,marion county
menlo,IA,guthrie county
millerton,IA,wayne county
milo,IA,warren county
minburn,IA,dallas county
mingo,IA,jasper county
mitchellville,IA,polk county
monroe,IA,jasper county
montezuma,IA,poweshiek county
montour,IA,tama county
murray,IA,clarke county
nevada,IA,story county
new providence,IA,hardin county
new sharon,IA,mahaska county
newton,IA,jasper county
new virginia,IA,warren county
norwalk,IA,warren county
ogden,IA,boone county
osceola,IA,clarke county
otley,IA,marion county
panora,IA,guthrie county
paton,IA,greene county
patterson,IA,madison county
pella,IA,marion county
perry,IA,dallas county
peru,IA,madison county
pilot mound,IA,boone county
pleasantville,IA,marion county
polk city,IA,polk county
popejoy,IA,franklin county
prairie city,IA,jasper county
prole,IA,warren county
radcliffe,IA,hardin county
randall,IA,hamilton county
reasnor,IA,jasper county
redfield,IA,dallas county
rhodes,IA,marshall county
rippey,IA,greene county
roland,IA,story county
runnells,IA,polk county
russell,IA,lucas county
saint anthony,IA,marshall county
saint charles,IA,madison county
saint marys,IA,warren county
searsboro,IA,poweshiek county
sheldahl,IA,story county
slater,IA,story county
stanhope,IA,hamilton county
state center,IA,marshall county
story city,IA,story county
stratford,IA,hamilton county
stuart,IA,adair county
sully,IA,jasper county
swan,IA,marion county
thayer,IA,union county
thornburg,IA,keokuk county
tracy,IA,marion county
truro,IA,madison county
union,IA,hardin county
gifford,IA,hardin county
van meter,IA,madison county
van wert,IA,decatur county
waukee,IA,dallas county
weldon,IA,decatur county
west des moines,IA,polk county
west des moines,IA,dallas county
what cheer,IA,keokuk county
whitten,IA,hardin county
williams,IA,hamilton county
williamson,IA,lucas county
winterset,IA,madison county
wiota,IA,cass county
woodburn,IA,clarke county
woodward,IA,dallas county
yale,IA,guthrie county
zearing,IA,story county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
urbandale,IA,polk county
urbandale,IA,dallas county
windsor heights,IA,polk county
clive,IA,polk county
pleasant hill,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
urbandale,IA,polk county
mason city,IA,cerro gordo county
mason city,IA,cerro gordo county
alexander,IA,franklin county
belmond,IA,wright county
britt,IA,hancock county
buffalo center,IA,winnebago county
carpenter,IA,mitchell county
chapin,IA,franklin county
clear lake,IA,cerro gordo county
corwith,IA,hancock county
coulter,IA,franklin county
crystal lake,IA,hancock county
dougherty,IA,cerro gordo county
fertile,IA,worth county
floyd,IA,floyd county
forest city,IA,winnebago county
garner,IA,hancock county
goodell,IA,hancock county
grafton,IA,worth county
hampton,IA,franklin county
hanlontown,IA,worth county
joice,IA,worth county
kanawha,IA,hancock county
kensett,IA,worth county
klemme,IA,hancock county
lake mills,IA,winnebago county
lakota,IA,kossuth county
latimer,IA,franklin county
leland,IA,winnebago county
little cedar,IA,mitchell county
mc intire,IA,mitchell county
manly,IA,worth county
meservey,IA,cerro gordo county
nora springs,IA,floyd county
northwood,IA,worth county
orchard,IA,mitchell county
osage,IA,mitchell county
plymouth,IA,cerro gordo county
rake,IA,winnebago county
riceville,IA,howard county
rock falls,IA,cerro gordo county
rockford,IA,floyd county
rockwell,IA,cerro gordo county
rowan,IA,wright county
rudd,IA,floyd county
saint ansgar,IA,mitchell county
scarville,IA,winnebago county
sheffield,IA,franklin county
stacyville,IA,mitchell county
swaledale,IA,cerro gordo county
thompson,IA,winnebago county
thornton,IA,cerro gordo county
titonka,IA,kossuth county
toeterville,IA,mitchell county
ventura,IA,cerro gordo county
wesley,IA,kossuth county
woden,IA,hancock county
fort dodge,IA,webster county
albert city,IA,buena vista county
algona,IA,kossuth county
armstrong,IA,emmet county
ayrshire,IA,palo alto county
badger,IA,webster county
bancroft,IA,kossuth county
barnum,IA,webster county
bode,IA,humboldt county
bradgate,IA,humboldt county
burnside,IA,webster county
burt,IA,kossuth county
callender,IA,webster county
clare,IA,webster county
clarion,IA,wright county
clarion,IA,wright county
curlew,IA,palo alto county
cylinder,IA,palo alto county
dakota city,IA,humboldt county
dayton,IA,webster county
dolliver,IA,emmet county
duncombe,IA,webster county
eagle grove,IA,wright county
early,IA,sac county
emmetsburg,IA,palo alto county
farnhamville,IA,calhoun county
fenton,IA,kossuth county
fonda,IA,pocahontas county
gilmore city,IA,humboldt county
goldfield,IA,wright county
gowrie,IA,webster county
harcourt,IA,webster county
hardy,IA,humboldt county
havelock,IA,pocahontas county
humboldt,IA,humboldt county
jolley,IA,calhoun county
knierim,IA,calhoun county
laurens,IA,pocahontas county
ledyard,IA,kossuth county
lehigh,IA,webster county
livermore,IA,humboldt county
lone rock,IA,kossuth county
lu verne,IA,kossuth county
lytton,IA,calhoun county
mallard,IA,palo alto county
manson,IA,calhoun county
marathon,IA,buena vista county
moorland,IA,webster county
nemaha,IA,sac county
newell,IA,buena vista county
otho,IA,webster county
ottosen,IA,humboldt county
palmer,IA,pocahontas county
plover,IA,pocahontas county
pocahontas,IA,pocahontas county
pomeroy,IA,calhoun county
rembrandt,IA,buena vista county
renwick,IA,humboldt county
ringsted,IA,emmet county
rockwell city,IA,calhoun county
rolfe,IA,pocahontas county
rutland,IA,humboldt county
sac city,IA,sac county
sioux rapids,IA,buena vista county
somers,IA,calhoun county
storm lake,IA,buena vista county
swea city,IA,kossuth county
thor,IA,humboldt county
truesdale,IA,buena vista county
varina,IA,pocahontas county
vincent,IA,webster county
webster city,IA,hamilton county
west bend,IA,palo alto county
whittemore,IA,kossuth county
woolstock,IA,wright county
ackley,IA,franklin county
allison,IA,butler county
alta vista,IA,chickasaw county
aplington,IA,butler county
aredale,IA,butler county
arlington,IA,fayette county
aurora,IA,buchanan county
austinville,IA,butler county
beaman,IA,grundy county
bristow,IA,butler county
buckingham,IA,tama county
cedar falls,IA,black hawk county
cedar falls,IA,black hawk county
charles city,IA,floyd county
clarksville,IA,butler county
colwell,IA,floyd county
conrad,IA,grundy county
denver,IA,bremer county
dewar,IA,black hawk county
dike,IA,grundy county
dumont,IA,butler county
dunkerton,IA,black hawk county
eldora,IA,hardin county
elma,IA,howard county
fairbank,IA,buchanan county
fredericksburg,IA,chickasaw county
frederika,IA,bremer county
garwin,IA,tama county
geneva,IA,franklin county
gilbertville,IA,black hawk county
gladbrook,IA,tama county
greene,IA,butler county
grundy center,IA,grundy county
hazleton,IA,buchanan county
holland,IA,grundy county
hudson,IA,black hawk county
independence,IA,buchanan county
ionia,IA,chickasaw county
janesville,IA,bremer county
jesup,IA,black hawk county
kesley,IA,butler county
lamont,IA,buchanan county
la porte city,IA,black hawk county
lincoln,IA,tama county
marble rock,IA,floyd county
masonville,IA,delaware county
maynard,IA,fayette county
morrison,IA,grundy county
nashua,IA,chickasaw county
new hampton,IA,chickasaw county
new hartford,IA,butler county
north washington,IA,chickasaw county
oelwein,IA,fayette county
oran,IA,fayette county
parkersburg,IA,butler county
plainfield,IA,bremer county
raymond,IA,black hawk county
readlyn,IA,bremer county
reinbeck,IA,grundy county
shell rock,IA,butler county
stanley,IA,buchanan county
steamboat rock,IA,hardin county
stout,IA,grundy county
sumner,IA,bremer county
traer,IA,tama county
tripoli,IA,bremer county
waverly,IA,bremer county
wellsburg,IA,grundy county
westgate,IA,fayette county
winthrop,IA,buchanan county
waterloo,IA,black hawk county
waterloo,IA,black hawk county
waterloo,IA,black hawk county
waterloo,IA,black hawk county
waterloo,IA,black hawk county
evansdale,IA,black hawk county
creston,IA,union county
afton,IA,union county
arispe,IA,union county
bedford,IA,taylor county
benton,IA,ringgold county
blockton,IA,taylor county
bridgewater,IA,adair county
carbon,IA,adams county
clearfield,IA,taylor county
corning,IA,adams county
cromwell,IA,union county
cumberland,IA,cass county
diagonal,IA,ringgold county
fontanelle,IA,adair county
grant,IA,montgomery county
gravity,IA,taylor county
greenfield,IA,adair county
lenox,IA,taylor county
massena,IA,cass county
mount ayr,IA,ringgold county
nodaway,IA,adams county
orient,IA,adair county
prescott,IA,adams county
redding,IA,ringgold county
shannon city,IA,union county
sharpsburg,IA,taylor county
tingley,IA,ringgold county
villisca,IA,montgomery county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
des moines,IA,polk county
akron,IA,plymouth county
alta,IA,buena vista county
alton,IA,sioux county
anthon,IA,woodbury county
aurelia,IA,cherokee county
battle creek,IA,ida county
bronson,IA,woodbury county
brunsville,IA,plymouth county
calumet,IA,obrien county
castana,IA,monona county
chatsworth,IA,sioux county
cherokee,IA,cherokee county
cleghorn,IA,cherokee county
climbing hill,IA,woodbury county
correctionville,IA,woodbury county
cushing,IA,woodbury county
danbury,IA,woodbury county
galva,IA,ida county
granville,IA,sioux county
hawarden,IA,sioux county
hinton,IA,plymouth county
holstein,IA,ida county
hornick,IA,woodbury county
ireton,IA,sioux county
kingsley,IA,plymouth county
larrabee,IA,cherokee county
lawton,IA,woodbury county
le mars,IA,plymouth county
linn grove,IA,buena vista county
mapleton,IA,monona county
marcus,IA,cherokee county
maurice,IA,sioux county
meriden,IA,cherokee county
merrill,IA,plymouth county
moville,IA,woodbury county
onawa,IA,monona county
orange city,IA,sioux county
oto,IA,woodbury county
oyens,IA,plymouth county
paullina,IA,obrien county
peterson,IA,clay county
pierson,IA,woodbury county
